dates,ticker,Unnamed: 0,compound_vader_score,vader_label,news,Unnamed: 0_x,ticker_average,Unnamed: 0_y,hsi_average,actual_label
2020-05-13,3978,153,0.29600000000000004,2," <Research Report>JPM Tweaks TPs on Developers, Landlords; Bullish on SHK, Sino, CKA, Swire Properties ",80,0.02139035387755625,88,0.002846375203267673,2
2020-05-15,1561,154,0.29600000000000004,2," <Research Report>BofAS' Latest Ratings, TPs on Developers (Table) ",82,-0.002840906397000803,90,-0.001561127938904675,2
2020-05-19,951,155,0.29600000000000004,2," <Research Report>BofAS Upgrades WHARF HOLDINGS (00004.HK) to Buy, HENDERSON LAND (00012.HK) to Neutral ",84,0.07720589556547583,92,-0.004141354930554725,0
2020-05-20,1961,156,0.29600000000000004,2," *JPM Tweaks TPs on Developers, Landlords; Bullish on SHK, Sino, CKA, Swire Properties ",42,0.05263160784158717,93,-0.002573332306054968,0
2020-05-20,2030,157,0.29600000000000004,2,   《HKEx》- 00016 SHK PPT - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 December 2020 ,85,0.08391609032863334,93,-0.002573332306054968,0
2020-05-21,6882,158,0.4278,2," <Outlook>JPM, Nomura's HK Stock Top Picks ",86,-0.01694913713180618,94,-0.010146429571865215,2
2020-05-25,1571,160,0.0,2," MTR's THE SOUTHSIDE Package Five Property Development Won by Consortium of NWD, CSI Properties, Empire, LSD ",88,-0.30000001192092896,96,0.009968494850010631,0
2020-06-02,951,162,0.29600000000000004,2," NWD: Bids for Wong Chuk Hang Station Project Phase 5 with Empire, CSI PROPERTIES, LAI SUN DEV ",94,0.041825053349554255,102,0.008561582126919499,2
2020-06-02,2381,163,0.3462,2,   《HKEx》- 00017 NEW WORLD DEV - LIST OF DIRECTORS AND THEIR ROLE AND FUNCTION ,0,-0.2878787707746083,102,0.008561582126919499,0
2020-06-03,1645,164,0.44985,2," <On Debut>E-STAR CM (06668.HK) Opens at $4.56 in Gray Market, Up 18.1% vs Listing Price ",0,-0.008264454667762735,103,0.0009076280698646988,0
2020-06-04,1345,165,0.29600000000000004,2, JLL: Central's Grade A Office Vacancy Rate Tops 7% For 1st Time Since 2004 ,96,0.023437478172126668,104,-0.01126200560706807,0
2020-06-04,6882,166,0.29600000000000004,2,"   《HKEx》- 00017 NEW WORLD DEV - OFFERING CIRCULAR - NWD (MTN) LIMITED USD200M 3.75% GUARANTEED SUSTAINABILITY-LINKED NOTES DUE 2031 (STOCK CODE: 40534) UNDER THE USD6,000M MEDIUM TERM NOTE PROGRAMME ",96,0.0,104,-0.01126200560706807,0
2020-06-05,2262,167,0.29600000000000004,2," <IPO News>E-Star Commercial Mgmt (06668.HK) IPO Tmr, Introduces NWD as Cornerstone Investor  ",97,0.06382981241783753,105,0.015672775649832927,2
2020-06-08,1251,169,0.6166,2," NWS HOLDINGS Mulls Selling SNL, NWS HKI Stakes for Over $6.5B ",98,-0.015151590409902028,106,-0.0096442865237459,2
2020-06-08,2738,170,0.0,2,   《HKEx》- 00017 NEW WORLD DEV - JOINT ANNOUNCEMENT - DISCLOSEABLE TRANSACTION IN RELATION TO THE DISPOSAL OF INTERESTS IN SUEZ NWS LIMITED AND NWS HONG KONG INVESTMENT LIMITED ,98,0.0,106,-0.0096442865237459,0
2020-06-10,2022,171,0.0,2,   《HKEx》- 00017 NEW WORLD DEV - MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 DECEMBER 2020 ,100,-0.0500000260770317,108,-0.005135179223968236,2
2020-06-12,758,172,0.29600000000000004,2, K11 (HK) 2H20 Sales Turnover Grows 56% YoY ,102,0.0,110,0.015914319106801297,0
2020-06-15,2022,173,0.29600000000000004,2," <Research Report>JPM's Latest Ratings & TPs on HK Developers, Landlords (Table) ",103,0.0,111,-0.008937861554609416,0
2020-06-15,6860,174,0.29600000000000004,2," <Research Report>JPM Tweaks TPs on Developers, Landlords; Bullish on SHK, Sino, CKA, Swire Properties ",103,0.014925358528601556,111,-0.008937861554609416,0
2020-06-16,299,175,0.8468,2,   《HKEx》- 00018 ORIENTAL PRESS - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 January 2021 ,104,0.010638287753851585,112,0.0010666704789768894,2
2020-06-16,1257,176,0.8301,2, Ming-Chi Kuo: Apple 1FQ Results May Beat ,104,0.01748258481428651,112,0.0010666704789768894,2
2020-06-16,1935,177,0.8979,2,   《HKEx》- 00018 ORIENTAL PRESS - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 December 2020 ,104,0.020725431165496903,112,0.0010666704789768894,2
2020-06-16,2779,178,0.29600000000000004,2,   《HKEx》- 00019 SWIRE PACIFIC A - Quarterly Operating Statement of Swire Properties Limited - Fourth Quarter 2020 ,104,0.003875965410453305,112,0.0010666704789768894,2
2020-06-17,625,179,0.0,2,   《HKEx》- 00019 SWIRE PACIFIC A - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31st January 2021 ,105,0.0,113,0.004844134097201423,0
2020-06-17,1224,180,0.29600000000000004,2," <Research Report>UBS Trims CATHAY PAC AIR (00293.HK) TP to $8.5, Rated Buy ",105,0.0,113,0.004844134097201423,0
2020-06-17,1503,181,0.0,2," <Research Report>BofAS' Latest Ratings, TPs on Developers (Table) ",105,0.007751930820906611,113,0.004844134097201423,2
2020-06-17,3689,182,0.29600000000000004,2," <Research Report>BofAS Upgrades WHARF HOLDINGS (00004.HK) to Buy, HENDERSON LAND (00012.HK) to Neutral ",105,0.1633333365122477,113,0.004844134097201423,2
2020-06-18,733,183,0.128,2,   《HKEx》- 00019 SWIRE PACIFIC A - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31st December 2020 ,106,0.07500000186264512,114,0.0032243051321297947,2
2020-06-22,218,186,0.29600000000000004,2,   《HKEx》- 00019 SWIRE PACIFIC A - Discloseable Transaction - Sale of Interests in the Cityplaza One Property - Completion ,108,0.0568181956725673,116,-0.0007007942839520339,0
2020-06-22,227,187,0.29600000000000004,2," SWIREPROPERTIES (01972.HK), SINO-OCEAN GP (03377.HK) Team Up on RMB23B Indigo Beijing Expansion (Phase 2) ",108,0.012987000923330156,116,-0.0007007942839520339,0
2020-06-22,9958,188,0.19733333333333333,2,   《HKEx》- 00019 SWIRE PACIFIC A - Discloseable Transaction - Formation of Joint Venture for Investment in Target Company and Grant of Linlian Call Option ,0,-0.33750001241763383,116,-0.0007007942839520339,2
2020-06-23,423,189,0.29600000000000004,2," <Research Report>Citi: BANK OF E ASIA (00023.HK) May Sell Life Insurance Biz at Beyond-Expected Consideration, Spec. Div. More Likely ",109,0.0392156496088299,117,0.014909491813790404,2
2020-06-23,3688,190,0.6669,2," *Citi: BANK OF E ASIA (00023.HK) May Sell Life Insurance Biz at Beyond-Expected Consideration, Spec. Div. More Likely ",109,0.02678568862682713,117,0.014909491813790404,2
2020-06-24,560,191,0.128,2," AIA, CHINA STRATEGIC Vying for BEA's Life Insurance Assets, Outcome This Mth Soonest: Report  ",110,-0.010752677834782464,118,-0.010117451027094788,2
2020-06-24,1182,192,0.8109,2,   《HKEx》- 00023 BANK OF E ASIA - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31/01/2021 ,110,0.009615332262933277,118,-0.010117451027094788,0
2020-06-26,951,193,0.29600000000000004,2,   《HKEx》- 00023 BANK OF E ASIA - Date of Board Meeting ,111,0.10476187736989953,119,-0.005991997384654584,0
2020-06-26,1675,194,0.29600000000000004,2,   《HKEx》- 00023 BANK OF E ASIA - List of Directors and their Roles and Functions ,111,0.02669406930098804,119,-0.005991997384654584,0
2020-06-30,1132,197,0.0,2, <Research Report>BofAS Lifts TPs on HK Banks; Top Pick BOC HONG KONG (02388.HK) ,113,-0.012048127879974913,121,-0.0016777169447735145,2
2020-07-06,1675,200,0.29600000000000004,2," *G Sachs Raises BOCHK, HSB TPs to $31.1, $150  ",116,0.02316609389439456,124,0.031066915120026163,0
2020-07-07,517,201,0.29600000000000004,2,   《HKEx》- 00025 CHEVALIER INT''L - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 January 2021 ,117,-0.008695644061371431,125,-0.02240857052571181,0
2020-07-07,951,202,0.29600000000000004,2, CK ASSET: EOI Submitted for Wong Chuk Hang Station Phase 5 Project ,117,0.03058826222139246,125,-0.02240857052571181,0
2020-07-08,1957,203,0.19733333333333333,2, MTR: 37 EOIs for Wong Chuk Hang Station Phase 5 Project ,0,-0.2068965588114916,126,0.0019391491230540355,0
2020-07-09,2128,205,0.29600000000000004,2,   《HKEx》- 00025 CHEVALIER INT''L - Monthly Return of Equity Issuer on Movements in Securities for the month ended 30 November 2020 ,119,0.015075402973339369,127,-0.0053497022149562356,0
2020-07-10,3799,206,0.29600000000000004,2,   《HKEx》- 00025 CHEVALIER INT''L - INTERIM RESULTS ANNOUNCEMENT FOR THE SIX MONTHS ENDED 30 SEPTEMBER 2020 ,120,-0.01207242360411193,128,-0.007881030386897834,2
2020-07-13,1163,212,0.29600000000000004,2,   《HKEx》- 00027 GALAXY ENT - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 January 2021 ,1,0.2521739887605333,129,-0.002966545383437004,0
2020-07-13,1184,213,0.4466,2," HSI Upswing Wilder to Over 600 Pts to Cross 29,500; CSPC PHARMA Up 10% ",121,0.016949238156632324,129,-0.002966545383437004,0
2020-07-13,1612,214,0.8979,2," <Research Report>C Suisse: Macau Jan GGR Slightly Beats, Feb GGR May be Disappointing ",121,-0.029411805954770318,129,-0.002966545383437004,2
2020-07-13,8659,215,0.29600000000000004,2," *C Suisse: Macau Jan GGR Slightly Beats, Feb GGR May be Disappointing ",0,0.15151509130844198,129,-0.002966545383437004,0
2020-07-13,9906,216,0.29600000000000004,2," Macau Jan GGR Declines 63.7%, Topping Forecast  ",0,-0.06923070574652987,129,-0.002966545383437004,2
2020-07-15,1156,219,0.29600000000000004,2," <Research Report>Daiwa Sees Most Casinos to Restore Growth in 4Q20 Adjusted Property EBITDA, Positive to Industry ",0,-0.4166666997803569,131,-0.01572879177038496,2
2020-07-15,1981,220,0.4466,2," *Daiwa Sees Most Casinos to Restore Growth in 4Q20 Adjusted Property EBITDA, Positive to Industry ",0,0.16312058016765504,131,-0.01572879177038496,0
2020-07-15,6933,221,0.29600000000000004,2, <Research Report>Citi Cuts Macau Jan GGR Forecast to -67% YoY ,0,-0.028571401323590963,131,-0.01572879177038496,2
2020-07-15,9986,222,0.4466,2, *Citi Cuts Macau Jan GGR Forecast to -67% YoY  ,0,-0.05084741139541855,131,-0.01572879177038496,2
2020-07-17,41,224,0.7034,2, Macau Confirms 1 COVID-19 Case Yesterday  ,125,-0.006479526796290845,133,-0.0021036710535872914,2
2020-07-17,368,225,0.29600000000000004,2," HSI Once Deepens Loss to Over 200 Pts, Yet HSBC Hikes Over 2% ",0,0.0,133,-0.0021036710535872914,0
2020-07-17,2232,226,0.0,2, GALAXY ENT To Award 98% Staff Special Bonus Worth 1 Mth's Salary ,125,0.030120525621057083,133,-0.0021036710535872914,0
2020-07-20,71,235,0.29600000000000004,2,   《HKEx》- 00034 KOWLOON DEV - MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JANUARY 2021 ,126,-0.013081417309715293,134,0.0015344220370982593,0
2020-07-20,691,236,0.29600000000000004,2,   《HKEx》- 00034 KOWLOON DEV - MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 DECEMBER 2020 ,126,0.08878495770465755,134,0.0015344220370982593,2
2020-07-20,743,237,0.4466,2,   《HKEx》- 00034 KOWLOON DEV - MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 NOVEMBER 2020 ,126,0.10233166582386316,134,0.0015344220370982593,2
2020-07-20,1163,238,0.29600000000000004,2,   《HKEx》- 00034 KOWLOON DEV - MONTHLY RETURN OF EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 OCTOBER 2020 ,6,0.047169881344015084,134,0.0015344220370982593,2
2020-07-20,1458,239,0.0,2,   《HKEx》- 00035 FE CONSORT INTL - NEXT DAY DISCLOSURE RETURN ,126,-0.014975066416034931,134,0.0015344220370982593,0
2020-07-21,41,240,0.7034,2,   《HKEx》- 00037 FE HOTELS - Monthly Return of Equity Issuer on Movements in Securities for the Month Ended 31 December 2020 ,127,-0.007675405230548155,135,0.008203842870096796,0
2020-07-21,78,241,0.4404,2,   《HKEx》- 00038 FIRST TRACTOR - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 January 2021 ,127,-0.02348991033381321,135,0.008203842870096796,0
2020-07-21,84,242,0.0,2, <Positive Profit Alert>FIRST TRACTOR (00038.HK) 2020E NP Up 2.6-4.4x ,127,0.0,135,0.008203842870096796,0
2020-07-21,116,243,0.0,2, JLL: Central's Grade A Office Vacancy Rate Tops 7% For 1st Time Since 2004 ,127,0.020166081867110976,135,0.008203842870096796,2
2020-07-21,1241,244,0.0,2,   《HKEx》- 00041 GREAT EAGLE H - Monthly Return of Equity Issuer on Movements in Securities for the Month Ended 31 December 2020 ,127,-0.008333288319407887,135,0.008203842870096796,0
2020-07-21,2002,245,0.6037,2, <Weekend Home Mkt>70 New Flat Deals in Last 3 Days; Secondary Mkt Mood High  ,127,-0.05960267148809036,135,0.008203842870096796,0
2020-07-22,815,246,0.29600000000000004,2,   《HKEx》- 00041 GREAT EAGLE H - Monthly Return of Equity Issuer on Movements in Securities for the Month Ended 30 November 2020 ,128,0.0568181956725673,136,-0.02022699863637696,0
2020-07-22,888,247,0.29600000000000004,2,   《HKEx》- 00041 GREAT EAGLE H - Monthly Return of Equity Issuer on Movements in Securities for the Month Ended 31 October 2020 ,128,-0.03225803350434739,136,-0.02022699863637696,2
2020-07-22,1778,248,0.29600000000000004,2,   《HKEx》- 00041 GREAT EAGLE H - Monthly Return of Equity Issuer on Movements in Securities for the Month Ended 30 September 2020 ,128,0.016085775461857698,136,-0.02022699863637696,0
2020-07-22,3330,249,0.4466,2, CBRE Sees Grade A Office Rents to Slump Up to 20% in FY20 ,128,-0.07482994024776393,136,-0.02022699863637696,2
2020-07-22,6055,250,0.29600000000000004,2, Savills: HK Retail Mkt Recovering from End-3Q20; Shopping Mall Rents Remain Stable ,128,-0.03085719517299107,136,-0.02022699863637696,2
2020-07-23,1446,251,0.29600000000000004,2,   《HKEx》- 00041 GREAT EAGLE H - Notification Letter and Change Request Form - Notice of publication of 2020 Interim Report ,129,0.0,137,0.0010738514955094432,0
2020-07-23,2128,252,0.29600000000000004,2,   《HKEx》- 00041 GREAT EAGLE H - INTERIM REPORT 2020 ,129,0.01939062983255816,137,0.0010738514955094432,2
2020-07-24,41,253,0.14800000000000002,2,   《HKEx》- 00045 HK&S HOTELS - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 January 2021 ,130,-0.016411440543782154,138,-0.013395347850446021,2
2020-07-24,769,254,0.0,2,   《HKEx》- 00045 HK&S HOTELS - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 December 2020 ,130,0.019999980926513672,138,-0.013395347850446021,0
2020-07-24,934,255,0.0,2,   《HKEx》- 00045 HK&S HOTELS - Terms of Reference of Audit Committee ,130,-0.06527415273629834,138,-0.013395347850446021,2
2020-07-24,2136,256,0.29600000000000004,2,   《HKEx》- 00045 HK&S HOTELS - Monthly Return of Equity Issuer on Movements in Securities for the month ended 30 November 2020 ,130,0.04938274239498085,138,-0.013395347850446021,0
2020-07-24,6878,257,0.29600000000000004,2,   《HKEx》- 00047 HOP HING GROUP - PROFIT WARNING ,130,0.03508768627628134,138,-0.013395347850446021,0
2020-07-27,47,261,0.0,2,   《HKEx》- 00047 HOP HING GROUP - CHANGE OF ADDRESS OF THE PRINCIPAL SHARE REGISTRAR AND TRANSFER OFFICE ,131,0.0,139,-0.012312390719701423,0
2020-07-27,815,262,0.29600000000000004,2,   《HKEx》- 00047 HOP HING GROUP - MONTHLY RETURN FOR THE MONTH ENDED 30 NOVEMBER 2020 ,131,0.08737867561021848,139,-0.012312390719701423,0
2020-07-27,934,263,-0.3612,0,   《HKEx》- 00050 HK FERRY (HOLD) - MONTHLY RETURN FOR THE MONTH ENDED 31/01/2021 ,131,-0.06060606657697401,139,-0.012312390719701423,2
2020-07-27,1488,264,0.7290000000000001,2," <Weekend Home Mkt>LP10 Sells 173 Flats in 2nd Round, Fueling Weekend's New Home Deals to 294 ",131,0.0,139,-0.012312390719701423,0
2020-07-27,3330,265,0.2233,2," 'Skypoint Royale' Further Unrolls 56 Units, Priced Up 1.1% from 1st Price List's ",131,0.0,139,-0.012312390719701423,0
2020-07-27,8493,266,0.14800000000000002,2," Skypoint Royale Unrolls 112 Units, Discounted Entry Fee $2.9993M ",131,0.2352940338602573,139,-0.012312390719701423,0
2020-07-28,41,267,0.7925,2," Thomas Lam: Henderson Sells 1,066 Units of 'Royale' Project So Far, Pocketing Over $5.17B ",132,-0.0045351432241545605,140,-0.00681482736671171,0
2020-07-28,78,268,0.0,2, Henderson Thomas Lam: Tuen Mun's Project 'Skypoint Royale' May Reveal Price List Tmr  ,132,-0.02372879054621049,140,-0.00681482736671171,2
2020-07-28,84,269,0.29600000000000004,2, <Weekend Home Mkt>53 New Home Deals at Weekend; 2nd-hand Deals Spring Back ,132,0.01298703937631867,140,-0.00681482736671171,0
2020-07-28,116,270,0.29600000000000004,2,   《HKEx》- 00050 HK FERRY (HOLD) - MONTHLY RETURN FOR THE MONTH ENDED 31/12/2020 ,132,-0.0012048468255457401,140,-0.00681482736671171,0
2020-07-28,3330,271,-0.2732,0, About 60 New Home Deals Nailed during Xmas Holidays; 2nd-hand Sales Rosy  ,132,-0.07142858248694736,140,-0.00681482736671171,2
2020-07-29,215,272,0.0,2," Thomas Lam: Henderson Sells 959 Units of 'Royale' Project So Far, Cashing In Over $4.6B ",133,0.015624985448084447,141,0.0069861310435266,2
2020-07-29,1970,273,0.6874,2,   《HKEx》- 00050 HK FERRY (HOLD) - MONTHLY RETURN FOR THE MONTH ENDED 30/11/2020 ,133,0.024866760859648448,141,0.0069861310435266,2
2020-07-30,440,274,-0.3612,0, 489 New Homes Dealt at Weekend; All Flats under The Pavilia Farm II in 1st Log Sold in 9 Hrs  ,134,0.006912424574032812,142,-0.010754946431689252,0
2020-07-30,759,275,0.29600000000000004,2," LandsD: 12,442 Flats Pending Pre-sale Consents As Of Oct ",134,-0.11578949019519265,142,-0.010754946431689252,2
2020-07-30,1430,276,0.4466,2,   《HKEx》- 00052 FAIRWOOD HOLD - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 January 2021 ,134,-0.002890170622255947,142,-0.010754946431689252,0
2020-07-30,1778,277,0.1497,2," *Matthew Cheung: Social Distancing Incl. 2-Pax Gathering Ban, Nighttime Dine-in Ban Extended Till 17 Feb ",134,0.007594929374080014,142,-0.010754946431689252,0
2020-07-30,1922,278,0.0,2,   《HKEx》- 00052 FAIRWOOD HOLD - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 December 2020 ,134,-0.08301885072285516,142,-0.010754946431689252,2
2020-07-30,1970,279,0.29600000000000004,2,   《HKEx》- 00052 FAIRWOOD HOLD - Interim Report 2020/21 ,134,-0.0034723015571050554,142,-0.010754946431689252,0
2020-07-31,84,280,0.0,2,   《HKEx》- 00052 FAIRWOOD HOLD - Grant of Share Options ,135,0.013333260483214836,143,-0.006139640295196475,0
2020-07-31,116,281,0.29600000000000004,2," Govt to Ban Dinnertime Dine-in Services from Thu, Details Coming at 3PM: Rumour ",135,-0.0072114745364363205,143,-0.006139640295196475,2
2020-08-03,47,286,0.4466,2,   《HKEx》- 00062 TRANSPORT INT''L - APPOINTMENT OF MEMBER OF REMUNERATION COMMITTEE ,136,0.0,144,-0.004423841967301064,0
2020-08-03,1483,287,0.8256,2," MTR to Maintain Normal Service on Lunar New Year’s Eve, No Overnight Trains ",136,0.08000001907348632,144,-0.004423841967301064,0
2020-08-03,1488,288,0.7983,2,   《HKEx》- 00066 MTR CORPORATION - Monthly Return of Equity Issuer on Movements in Securities for the Month Ended 31 January 2021 ,136,0.0,144,-0.004423841967301064,0
2020-08-03,1769,289,0.29600000000000004,2," MTR Plans to Commence Operation of EAL New Signalling System, New 9-car Trains This Sat  ",136,0.17250001430511475,144,-0.004423841967301064,0
2020-08-03,1913,290,0.0,2," <Weekend Home Mkt>LP10 Sells 173 Flats in 2nd Round, Fueling Weekend's New Home Deals to 294 ",136,-0.005033544374851109,144,-0.004423841967301064,2
2020-08-03,1992,291,0.0,2," LP10 to Run 2nd Round Sales This Sat after Receiving 4,080 Registrations  ",136,-0.026573434221848786,144,-0.004423841967301064,2
2020-08-03,2343,292,0.29600000000000004,2," MTR's THE SOUTHSIDE Package Five Property Development Won by Consortium of NWD, CSI Properties, Empire, LSD ",136,-0.010309329662834354,144,-0.004423841967301064,2
2020-08-03,8232,293,0.0,2," RVD: HK Last Dec Property Price Index Sags 0.39% MoM, Down for 3rd Mth ",136,0.0,144,-0.004423841967301064,0
2020-08-03,8300,294,0.29600000000000004,2," NWD: Bids for Wong Chuk Hang Station Project Phase 5 with Empire, CSI PROPERTIES, LAI SUN DEV ",136,0.0,144,-0.004423841967301064,0
2020-08-03,8493,295,0.0,2," Nan Fung: 'LP10' Receives Over 2,200 Subscription Registrations So Far, Over-subscribed by Over 9x ",136,0.0,144,-0.004423841967301064,0
2020-08-03,8495,296,0.0,2," MTR: Wong Chuk Hang Station Phase 5 Receives 6 Bids, Response Satisfying  ",136,0.0,144,-0.004423841967301064,0
2020-08-04,439,297,0.29600000000000004,2," MTR's Wong Chuk Hang Station Project Phase 5 Gets At Least 6 Bids; CKA, K. WAH among Suitors  ",137,0.5384615948919734,145,0.011434657544280592,2
2020-08-04,573,298,0.29600000000000004,2, MTR To Close Tender for Phase 5 Wong Chuk Hang Station Project Tmr; Midland Values at $10.82B ,137,0.0,145,0.011434657544280592,0
2020-08-04,667,299,-0.2023,0, JLL: Central's Grade A Office Vacancy Rate Tops 7% For 1st Time Since 2004 ,137,0.03904551477776234,145,0.011434657544280592,2
2020-08-04,698,300,0.2023,2, <Weekend Home Mkt>250 New Home Deals at Weekend; LP10 Sells Over 98% of 179 Flats in 1st Log  ,137,0.010752677834782464,145,0.011434657544280592,0
2020-08-04,746,301,0.0,2," Lohas Park LP10 To Unroll 179 Flats on Sat; Over 5,160 Subscriptions So Far ",137,-0.010273962536277182,145,0.011434657544280592,0
2020-08-04,87001,302,0.6166,2, <Research Report>G Sachs Keeps MTR CORPORATION (00066.HK) at Buy on Unsurprising Profit Warning ,137,-0.054945066461469495,145,0.011434657544280592,0
2020-08-06,34,303,0.4466,2, *G Sachs Keeps MTR CORPORATION (00066.HK) at Buy on Unsurprising Profit Warning ,139,-0.002415399122504423,147,-0.01074777397155436,0
2020-08-06,45,304,0.19733333333333333,2, <Research Report>BofAS Raises MTR CORPORATION (00066.HK) TP to $51; Rated Buy ,139,-0.023437514551915013,147,-0.01074777397155436,2
2020-08-06,1449,305,0.39775,2, *BofAS Raises MTR CORPORATION (00066.HK) TP to $51; Rated Buy ,0,-0.06565656261582266,147,-0.01074777397155436,2
2020-08-06,2638,306,0.14800000000000002,2,   《HKEx》- 00069 SHANGRI-LA ASIA - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31 December 2020 ,139,0.0,147,-0.01074777397155436,0
2020-08-06,3799,307,0.29600000000000004,2,"   《HKEx》- 00069 SHANGRI-LA ASIA - Continuing Connected Transaction - Renewal of Hotel Agreements in relation to Shangri-La at the Fort, Manila ",139,-0.02479346252335911,147,-0.01074777397155436,2
2020-08-06,6933,308,0.29600000000000004,2,   《HKEx》- 00069 SHANGRI-LA ASIA - Monthly Return of Equity Issuer on Movements in Securities for the month ended 30 November 2020 ,16,0.11111114054550436,147,-0.01074777397155436,0
2020-08-07,1743,309,0.29600000000000004,2," <Research Report>G Sachs Picks CN Consumer Leaders, Stock Ideas to Lead Consumption Revival  ",140,-0.011933173789771405,148,-0.015164976594446256,0
2020-08-10,18,313,0.29600000000000004,2,   《HKEx》- 00071 MIRAMAR HOTEL - Monthly Return of Equity Issuer on Movements in Securities for the month ended 31/01/2021 ,141,0.02439022085483674,149,2.4998133152235745e-05,2
